texto,calificacion,lugar,categoria,fuente,idioma_comentario,comentarios_espanol,emojis
"room, breakfast, staff, facilities, location",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"Habitación, desayuno, personal, instalaciones, ubicación.",
"This property is so much more than the photos show. The gardens are beautiful, the staff so lovely , helpful and friendly. The rooms are lovely with great outside seating and hammocks and the pool area is great too.",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"Esta propiedad es mucho más de lo que muestran las fotos. Los jardines son preciosos y el personal es encantador, servicial y amable. Las habitaciones son preciosas, con excelentes asientos al aire libre y hamacas y la zona de la piscina también es genial.",
Beautiful property with lush gardens.,5,Hotel Roca Negra del Arenal,alojamiento,booking,en,Hermosa propiedad con exuberantes jardines.,
"Beautiful grounds, friendly and helpful staff, yummy breakfast, terrific view of Arenal, very affordable. We loved our stay at this peaceful hotel! I guess the pool isn't very impressive, but there are plenty of hot springs around.",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"Hermosos jardines, personal amable y servicial, delicioso desayuno, excelente vista del Arenal, muy asequible. ¡Nos encantó nuestra estancia en este tranquilo hotel! Supongo que la piscina no es muy impresionante, pero hay muchas aguas termales alrededor.",
"Surrounded by beautiful tropical
Plants and a view of Volcan Arenal. Also better to be a little out of La Fortuna itself .  Lots of restaurants around in easy walking distance . Facilities for making tea coffee and eating your own food . Could hear the sound of the road when sitting around the lovely pool which was very busy . Also you have to pay in cash which I wasn’t aware of needs to be more obvious on the info .",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"Rodeado de hermosos tropicales
Plantas y vista al Volcán Arenal. También es mejor estar un poco alejado de La Fortuna.  Hay muchos restaurantes a poca distancia a pie. Instalaciones para preparar té café y comer tu propia comida. Podía escuchar el sonido de la carretera cuando estaba sentado alrededor de la hermosa piscina, que estaba muy ocupada. También tienes que pagar en efectivo, algo que no sabía y que debe ser más obvio en la información.",
Everything was brilliant. We enjoyed our stay and had a lot of fun. Thanks Elisabeth ;),5,Hotel Roca Negra del Arenal,alojamiento,booking,en,Todo fue brillante. Disfrutamos nuestra estancia y nos divertimos mucho. Gracias Isabel ;),
"Loved the grounds, front porch with hammock and really nice staff! A bonus was the sloth on the property! Needing to pay in cash. We didn’t want to bring that much cash with us for safety and it caused some stress needing to go to the bank to get cash. Loved everything else!",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"Me encantaron los jardines, el porche con hamaca y el personal realmente agradable. ¡Una ventaja fue el perezoso en la propiedad! Necesidad de pagar en efectivo. No queríamos llevar tanto efectivo con nosotros por seguridad y nos causó cierto estrés tener que ir al banco a buscar efectivo. ¡Me encantó todo lo demás!",
"Tranquil setting at the quieter end of town but still close enough to walk to restaurants and shops. Beautiful gardens and pool area. Detached villas nicely decorated and very spacious. Each with their own private patio area.
Super friendly and helpful staff too!! Just 2 little things but honestly would still give this little gem of a place 5 ⭐️. Air con units were a little noisy at night and towels were quite rough",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"Entorno tranquilo en la parte más tranquila de la ciudad, pero lo suficientemente cerca como para caminar hasta restaurantes y tiendas. Preciosos jardines y zona de piscina. Villas independientes muy bien decoradas y muy espaciosas. Cada uno con su propio patio privado.
¡Personal súper amable y servicial también! Solo 2 pequeñas cosas, pero honestamente todavía le daría a esta pequeña joya de lugar 5 ⭐️. Las unidades de aire acondicionado eran un poco ruidosas por la noche y las toallas eran bastante ásperas.",
"Beautiful property and cabins. Great view of Arenal on a clear day. Friendly staff. Near restaurants, but quiet.",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"Hermosa propiedad y cabañas. Gran vista del Arenal en un día despejado. Personal amable. Cerca de restaurantes, pero tranquilo.",
"The staff were AMAZING!!! The lady who checked us in was just the best, helped us with everything, she didn’t stop working. Views of the volcano from our rooms terrace. Our best stay in CR",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"¡El personal fue INCREÍBLE! La señora que nos atendió fue la mejor, nos ayudó en todo, no dejó de trabajar. Vistas al volcán desde la terraza de nuestras habitaciones. Nuestra mejor estancia en CR",
"The staff makes the whole experience wholly amazing!
Very clean accommodations and the possibility to borrow forks and plates to cook something fast in your room. Breakfast is also very affordable! The location is only 8 mins from the Arenal National Park and that's an amazing hike to do while in the vicinity. Read the fine prints for payment, they accept PayPal and cash. They are very accommodating if you need to go to the bank to withdraw. Avoid a surprise 😉 they accept USD and CRC.",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"¡El personal hace que toda la experiencia sea completamente increíble!
Alojamiento muy limpio y posibilidad de pedir prestados tenedores y platos para cocinar algo rápido en su habitación. ¡El desayuno también es muy asequible! La ubicación está a solo 8 minutos del Parque Nacional Arenal y es una caminata increíble para hacer en los alrededores. Lea la letra pequeña para el pago, aceptan PayPal y efectivo. Son muy serviciales si necesitas ir al banco a retirar dinero. Evita sorpresas  aceptan USD y CRC.",😉
Eugenia was Amazing 👏 That I had to leave!,5,Hotel Roca Negra del Arenal,alojamiento,booking,en,Eugenia fue increíble  ¡Que tuve que irme!,👏
The property is lovely and spotless. Elizabeth at the front desk is delightful and made a tired mama like me laugh out loud several times during all of our interactions. The casita was large and the a/c was nice and strong. The view of the volcano was perfect. We had parking right outside our door.,5,Hotel Roca Negra del Arenal,alojamiento,booking,en,La propiedad es preciosa e impecable. Elizabeth en la recepción es encantadora e hizo reír a carcajadas a una mamá cansada como yo varias veces durante todas nuestras interacciones. La casita era grande y el aire acondicionado era agradable y fuerte. La vista del volcán era perfecta. Teníamos estacionamiento justo afuera de nuestra puerta.,
"exceptional in every sense. 
the cottages and gardens are gorgeous, the amenities excellent and all the staff so very friendly. 

ideally located within easy walking of the local restaurants. nothing, would have given more than 10 if possible",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"excepcional en todos los sentidos. 
Las cabañas y los jardines son preciosos, las comodidades excelentes y todo el personal es muy amable. 

Idealmente ubicado a poca distancia de los restaurantes locales. Nada, hubiera dado más de 10 si fuera posible.",
"Gorgeous!  The grounds, our villa, the beds (very comfy), spacious and beautiful bathroom, the pool, the view, the staff (JaHavea the best), our porch was the bomb!  
It was all amazing!!!  Clean and exceptionally well kept.
Perfect location.  Easy to walk to eat & get snacks.  Uber picks you up at gate.  Quick ride to springs, bridges, downtown, it’s all there.
Front desk staff is very helpful!!!! Thank you. Should have reserved more nights here.",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"¡Espléndido!  Los jardines, nuestra villa, las camas (muy cómodas), el baño espacioso y hermoso, la piscina, la vista, el personal (JaHavea el mejor), ¡nuestro porche fue la bomba!  
¡¡¡Fue todo increíble!!!  Limpio y excepcionalmente bien mantenido.
Ubicación perfecta.  Es fácil caminar para comer y tomar bocadillos.  Uber te recoge en la puerta.  Viaje rápido a manantiales, puentes, el centro, todo está ahí.
¡El personal de recepción es muy servicial! Gracias. Debería haber reservado más noches aquí.",
It is a beautiful property with fabulous friendly staff.,5,Hotel Roca Negra del Arenal,alojamiento,booking,en,Es una hermosa propiedad con un personal amable y fabuloso.,
"Lovely vibe.. A little cramped bathroom, but perfectly adequate. Only accepting cash",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"Ambiente encantador. Un baño un poco estrecho, pero perfectamente adecuado. Solo acepta efectivo",
Lovely hotel with great views of the volcano. Brilliant facilities and staff couldn't be better. Would choose this hotel again. Noise from the road during the day,5,Hotel Roca Negra del Arenal,alojamiento,booking,en,Precioso hotel con estupendas vistas al volcán. Las magníficas instalaciones y el personal no podrían ser mejores. Volvería a elegir este hotel. Ruido de la carretera durante el día.,
"The Elisabeth who worked at the reception was super funny, and really helpful and with the positive energy all the time. The hotel without her would not be the same. Beautiful garden, view of Arenal, birds, pool and games for free-table tennis, futball and billard. We also had jacuzzi-it was great, would stay again. Everything was great",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"La Elisabeth que trabajó en la recepción fue súper divertida, realmente servicial y con energía positiva todo el tiempo. El hotel sin ella no sería lo mismo. Hermoso jardín, vista al Arenal, aves, piscina y juegos de tenis de mesa, futbol y billar gratis. También teníamos jacuzzi, fue genial, me alojaría aquí de nuevo. todo fue genial",
"Elizabeth at Reception is a wonder! So helpful, fun & a great problem solver 
Really kind people in a nice setting We didn't have a car & its a bit of a walk on the highway to town...but users & shuttles available",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"Elizabeth en Recepción es una maravilla! Muy útil, divertido y excelente solucionador de problemas. 
Gente realmente amable en un entorno agradable. No teníamos automóvil y es un poco caminar por la autopista hacia la ciudad... pero hay usuarios y transporte disponibles.",
Easy to reach after landing at SanJose airport in beautiful setting. Sadly restaurant closed at 8.30pm so were to late for supper as we arrived at 8.45pm.,5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"Fácil de llegar después de aterrizar en el aeropuerto de San José en un hermoso entorno. Lamentablemente, el restaurante cerró a las 8. 30 pm, así que llegamos tarde para cenar ya que llegamos a las 8. 45 pm.",
The staff and breakfast was wonderful. Clean and comfortable rooms. Great views and the ambiance was serene jungle. Walking distance to restaurants also! Cash only,5,Hotel Roca Negra del Arenal,alojamiento,booking,en,El personal y el desayuno fueron maravillosos. Habitaciones limpias y confortables. Excelentes vistas y el ambiente era una jungla serena. ¡A poca distancia de restaurantes también! Solamente efectivo,
"Really helpful staff. Wonderful grounds, fantastic breakfast. 
Highly recommend, Blow the cloud off the top of the volcano!",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"Personal realmente servicial. Jardines maravillosos, desayuno fantástico. 
Muy recomendable, ¡saca la nube de la cima del volcán!",
"Great location-not so crowded surroundings, but close to shops and restaurants. Beautiful garden, nice view to Arenal Volcano and gorgeous host Alicia, who was nice and helpful arranging us tours.",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"Excelente ubicación, un entorno no tan concurrido, pero cerca de tiendas y restaurantes. Hermoso jardín, linda vista al Volcán Arenal y la magnífica anfitriona Alicia, quien fue amable y servicial al organizarnos los tours.",
"What a gorgeous gem of a place. This was our favorite place we stayed out of four locations around Costa Rica. Stunning, lush landscaped grounds, beautiful big porch to enjoy the nature and birds flying around, perfect location on main road in close proximity to La Fortuna and all its attractions and amenities. Our little villa was private, spacious, spotlessly clean, and had a beautiful, huge bathroom. I would stay here again in a heartbeat! Nothing, it was perfect!",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"Qué preciosa joya de lugar. Este fue nuestro lugar favorito en el que nos hospedamos en cuatro ubicaciones en Costa Rica. Impresionantes y exuberantes jardines, hermoso porche grande para disfrutar de la naturaleza y los pájaros volando, ubicación perfecta en la carretera principal, muy cerca de La Fortuna y todas sus atracciones y servicios. Nuestra pequeña villa era privada, espaciosa, impecablemente limpia y tenía un baño enorme y hermoso. ¡Me alojaría aquí de nuevo en un abrir y cerrar de ojos! ¡Nada, fue perfecto!",
Quiet separate bungalow with beautiful gardens surrounding the private patio,5,Hotel Roca Negra del Arenal,alojamiento,booking,en,Tranquilo bungalow independiente con hermosos jardines que rodean el patio privado.,
"The hotel really brought the rainforest to you. The greenery was well kept, the common areas were clean and relaxing, the beds were comfy, the staff were amazing! And there was plenty to do at the hotel if you didn’t want to venture out. It was perfect distance from downtown Fortuna and there were plenty of restaurants within a few minutes walk. Plus the breakfast was delicious!",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"El hotel realmente te trajo la selva tropical. La vegetación estaba bien cuidada, las zonas comunes estaban limpias y relajantes, las camas eran cómodas y el personal era increíble. Y había mucho que hacer en el hotel si no quería aventurarse. Estaba a una distancia perfecta del centro de Fortuna y había muchos restaurantes a pocos minutos a pie. Además, ¡el desayuno estuvo delicioso!",
The atmosphere of the hotel. The garden setting and the care put into it showed throughout the hotel. Some of the rooms are close to the main road and it was noisy at times due to the passing by cars,5,Hotel Roca Negra del Arenal,alojamiento,booking,en,El ambiente del hotel. El entorno del jardín y el cuidado puesto en él se notaban en todo el hotel. Algunas de las habitaciones están cerca de la carretera principal y a veces había mucho ruido debido al paso de los coches.,
Lovely staff. Grounds are amazing and so attract lots of amazing birds. Amazing views of volcano. A few minutes to local restaurants with La Fortuna 25 minute walk or a few minutes in a cheap taxi/Uber.,5,Hotel Roca Negra del Arenal,alojamiento,booking,en,Personal encantador. Los jardines son increíbles y atraen a muchas aves increíbles. Impresionantes vistas del volcán. A pocos minutos de restaurantes locales con La Fortuna a 25 minutos a pie o a unos minutos en taxi/Uber barato.,
It’s an oasis of lush jungle like beauty so close to a bustling downtown!!,5,Hotel Roca Negra del Arenal,alojamiento,booking,en,¡Es un oasis de exuberante belleza similar a una jungla tan cerca del bullicioso centro de la ciudad!,
"We stayed at Roca Negra Hotel just outside La Fortuna for four nights. In a nutshell, this hotel is a gem and I highly recommend it! Each room or cabana has a private patio or deck and it is set amid a lush tropical garden with pathways leading to the pool and breakfast area. A few kilometers outside of La Fortuna it is just across the road from several restaurants. The friendly hospitality from our hostess Elizabeth and staff were exceptional.",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"Nos alojamos en el Hotel Roca Negra a las afueras de La Fortuna por cuatro noches. En pocas palabras, este hotel es una joya y lo recomiendo encarecidamente. Cada habitación o cabaña tiene un patio o terraza privada y está ubicada en medio de un exuberante jardín tropical con senderos que conducen a la piscina y al área de desayuno. A pocos kilómetros de La Fortuna, se encuentra justo enfrente de varios restaurantes. La amable hospitalidad de nuestra anfitriona Elizabeth y el personal fueron excepcionales.",
"Very well kept property. A lot of beautiful flowers. Rooms are clean and good equipped (AC, fridge,..)
Staff was exceptional, breakfast was good value and the pool is just beautiful. I liked the view we had at Arenal.",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"Propiedad muy bien mantenida. Muchas flores hermosas. Las habitaciones están limpias y bien equipadas (aire acondicionado, nevera,...)
El personal fue excepcional, el desayuno tenía una buena relación calidad-precio y la piscina es simplemente hermosa. Me gustó la vista que teníamos en Arenal.",
"Great location, rooms are fairly simple but spotless, and we loved the private terrace with hammock, comfortable chairs, view of the garden and volcano.
Pool area also lovely, and there is a games room
Staff are a joy - such a friendly welcome and good advice on the local area.
Highly recommended",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"Excelente ubicación, las habitaciones son bastante simples pero impecables, y nos encantó la terraza privada con hamaca, sillas cómodas y vista al jardín y al volcán.
La zona de la piscina también es preciosa y hay una sala de juegos.
El personal es una alegría: una bienvenida muy amable y buenos consejos sobre el área local.
Altamente recomendado",
"Location, great vibe. Maybe coffee in the room would have been good",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"Ubicación, gran ambiente. Quizás un café en la habitación hubiera sido bueno.",
"A little garden paradise! We loved the private detached rooms, the friendly staff, great location, and the variety of plants. A tiny thing: the towels were a bit rough.",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"¡Un pequeño paraíso en el jardín! Nos encantaron las habitaciones privadas independientes, el personal amable, la excelente ubicación y la variedad de plantas. Un pequeño detalle: las toallas estaban un poco ásperas.",
"Everything was great! The vibe was amazing, they definitely put an extra effort into making your experience enjoyable! Which is very much appreciated. Price was a little bit overboard to be honest. After getting the final bill.",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"¡Todo estuvo genial! El ambiente fue increíble, ¡definitivamente pusieron un esfuerzo adicional para que tu experiencia fuera placentera! Lo cual se agradece mucho. El precio estaba un poco por la borda para ser honesto. Después de recibir la factura final.",
"Massive bed, hammock on the patio, great breakfast at a small additional cost, friendly staff and a beautiful pool",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"Cama enorme, hamaca en el patio, excelente desayuno por un pequeño costo adicional, personal amable y una hermosa piscina.",
We liked everything! The property was amazing. Beautiful gardens. Rooms were spacious clean. All the gals at the front desk and the owner helped us so much with scheduling different tours and anything else we needed! Highly recommend this gorgeous paradise. Great location! Nothing!,5,Hotel Roca Negra del Arenal,alojamiento,booking,en,¡Nos gustó todo! La propiedad fue increíble. Hermosos jardines. Las habitaciones eran espaciosas y limpias. ¡Todas las chicas de la recepción y el propietario nos ayudaron mucho a programar diferentes recorridos y cualquier otra cosa que necesitáramos! Recomiendo encarecidamente este hermoso paraíso. ¡Excelente ubicación! ¡Nada!,
"Superb location, within walking distance of many restaurants and eateries. Gardens are fabulous and full of wildlife. Pool facilities are clean and spacious. Nothing.",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"Excelente ubicación, a poca distancia de muchos restaurantes y sitios para comer. Los jardines son fabulosos y están llenos de vida silvestre. Las instalaciones de la piscina son limpias y espaciosas. Nada.",
- / -,5,Hotel Roca Negra del Arenal,alojamiento,booking,unknown,- / -,
"The location is on the edge(?) of Fortuna so there are several good restaurants in short walking distance. It is convenient to the hot springs area and easy for tour pickups. That said the highway is noisy. The grounds are very beautiful, with paths that thread through and make the space seem larger. The rooms are very private, each has its own entrance, very clean, large, comfortable beds. Terraces with comfortable seating.The staff es muy amable, very responsive and helpful. The noisy highway, tricky to cross. It's a tradeoff, convenience or seclusion.",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"La ubicación está en las afueras (?) De Fortuna, por lo que hay varios buenos restaurantes a poca distancia a pie. Es conveniente para el área de aguas termales y es fácil para recoger excursiones. Dicho esto, la carretera es ruidosa. Los jardines son muy bonitos, con senderos que se abren paso y hacen que el espacio parezca más grande. Las habitaciones son muy privadas, cada una tiene su propia entrada, muy limpias, camas grandes y cómodas. Terrazas con cómodos asientos. El personal es muy amable, muy atento y servicial. La carretera ruidosa, difícil de cruzar. Es una compensación, conveniencia o aislamiento.",
Privacy with own little house on property Could hear cars and traffic from property,5,Hotel Roca Negra del Arenal,alojamiento,booking,en,Privacidad con su propia casita en la propiedad. Se pueden escuchar los autos y el tráfico desde la propiedad.,
"The gardens, patios, and pool area were beautiful with birds everywhere!  We enjoyed the Tipico breakfast by the pool in the morning!  A delightful little hotel where we would definitely ❤️ to stay again! The internet in the room was hard to connect to, but the connection on the patio and beside the pool was good.",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"Los jardines, patios y el área de la piscina eran hermosos, ¡con pájaros por todas partes!  ¡Disfrutamos el desayuno típico junto a la piscina por la mañana!  ¡Un pequeño y encantador hotel donde definitivamente ️ nos alojaríamos de nuevo! Era difícil conectarse a Internet en la habitación, pero la conexión en el patio y al lado de la piscina era buena.",❤
Beautiful property Loved everything,5,Hotel Roca Negra del Arenal,alojamiento,booking,en,Hermosa propiedad Me encantó todo,
"Pool, hot tub, communal area, breakfast - we loved the cooks/ hostess in the breakfast area - tip lots! front desk ladies were the best- we had lost our luggage and they helped us try and find it. Great property. Peacock on site was fun. No",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"Piscina, jacuzzi, área común, desayuno. Nos encantaron los cocineros y anfitrionas en el área de desayuno. ¡Muchas propinas! Las señoras de la recepción fueron las mejores: habíamos perdido nuestro equipaje y nos ayudaron a intentar encontrarlo. Gran propiedad. Peacock en el lugar fue divertido. No",
Room:  They need to put coffee pots in the rooms! Coffee and breakfast…none.,5,Hotel Roca Negra del Arenal,alojamiento,booking,en,Habitación: ¡Necesitan poner cafeteras en las habitaciones! Café y desayuno… ninguno.,
"The traditional Costa Rican breakfast was not only beautifully presented, but also delicious.",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"El desayuno tradicional costarricense no sólo estaba muy bien presentado, sino también delicioso.",
Beautiful property with gardens full of flowers and bird watching! The stand alone cabins are great. Love the chairs and hammock on porches. Close to walk to restaurants (less than 1 mile.),5,Hotel Roca Negra del Arenal,alojamiento,booking,en,Hermosa propiedad con jardines llenos de flores y observación de aves! Las cabañas independientes son geniales. Me encantan las sillas y hamacas en los porches. Cerca de restaurantes a pie (menos de 1 milla).,
We had a very large comfortable room with a front patio with rockers and a hammock facing Arenal. Our room was far off the somewhat loud main road and therefore quiet. The pool and grounds were nicely maintained. Convenient location. Nice staff. Nothing,5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"Teníamos una habitación muy grande y cómoda con un patio delantero con mecedoras y una hamaca que daba al Arenal. Nuestra habitación estaba lejos de la carretera principal, algo ruidosa, y por lo tanto tranquila. La piscina y los jardines estaban muy bien cuidados. Ubicación conveniente. Personal agradable. Nada",
Receptionist was the best very nice helpful and funny!,5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"¡La recepcionista fue la mejor, muy amable, servicial y divertida!",
"Excellent location, rooms, and amenities. It was quiet and perfect for families.",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"Excelente ubicación, habitaciones y comodidades. Era tranquilo y perfecto para familias.",
"Great location, beautiful hotel",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"Excelente ubicación, hermoso hotel",
Love this place. Staff very friendly. Clean. Beautiful grounds.,5,Hotel Roca Negra del Arenal,alojamiento,booking,en,Me encanta este lugar. El personal es muy amable. Limpio. Hermosos jardines.,
"We absolutely loved our stay at Hotel Roca Negra. The grounds were beautiful, the view out our front door was of the volcano and the staff(Elizabeth and Maria) was pleasant and very helpful with suggestions to enhance our stay. It has a very rural feel with the flora and fauna on property, yet walking distance to restaurants. Of utmost importance, our bed was very comfortable! The value was exceptional. Nothing",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"Nos encantó nuestra estancia en el Hotel Roca Negra. Los jardines eran hermosos, la vista desde nuestra puerta era del volcán y el personal (Elizabeth y María) fue agradable y muy servicial con sugerencias para mejorar nuestra estadía. Tiene un ambiente muy rural con la flora y la fauna de la propiedad, pero a poca distancia de restaurantes. ¡De suma importancia, nuestra cama era muy cómoda! El valor fue excepcional. Nada",
"We loved this property. Elizabeth and Maria were such a help! The coffee and pancakes at the breakfast place were superb! Good location, We loved everything about this place! There wasn’t anything we disliked about it!",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,Nos encantó esta propiedad. ¡Elizabeth y María fueron de gran ayuda! ¡El café y los panqueques en el lugar del desayuno eran excelentes! Buena ubicación. ¡Nos encantó todo acerca de este lugar! ¡No hubo nada que nos disgustara!,
"""This small hotel is a gem; the tender loving care is evident, it's impeccably clean, and the host's warm welcome, coupled with a delightful sense of humor, makes it a truly special stay.""  ""The idyllic atmosphere of the small hotel enhances the overall experience, creating a perfect blend of warmth and charm that lingers in memory.""",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"""Este pequeño hotel es una joya; el cuidado tierno y amoroso es evidente, está impecablemente limpio y la cálida bienvenida del anfitrión, junto con un encantador sentido del humor, hace que sea una estadía verdaderamente especial"".  ""La atmósfera idílica del pequeño hotel mejora la experiencia general, creando una combinación perfecta de calidez y encanto que perdura en la memoria"".",
"The grounds are stunningly beautiful! Plants have been selected with wildlife in mind. We spent hours just watching and listening to the birds from the rocking chairs on our front porch. Staff were all friendly and ready to help with anything we needed. Breakfast was delicious. Hotel Roca Negra is a special place! It may be helpful to know that without a car, eating dinners out was a bit of a challenge. There are good restaurants within walking distance, but it gets dark very early, and the main road (with lots of traffic) lacks sidewalks in this part of town.",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"¡Los jardines son increíblemente hermosos! Las plantas han sido seleccionadas teniendo en cuenta la vida silvestre. Pasamos horas simplemente observando y escuchando a los pájaros desde las mecedoras de nuestro porche delantero. Todo el personal fue amable y dispuesto a ayudar con cualquier cosa que necesitáramos. El desayuno estuvo delicioso. ¡Hotel Roca Negra es un lugar especial! Puede ser útil saber que sin un automóvil, salir a cenar era todo un desafío. Hay buenos restaurantes a poca distancia, pero oscurece muy temprano y la carretera principal (con mucho tráfico) carece de aceras en esta parte de la ciudad.",
"Lovely pool and hot tub and well maintained games area. Great views of the volcano with a lovely garden, lots of birds. Room was a good size with nice chairs and hammock outside to relax in. Useful to have a fridge in the room but there is no kitchen. The lady on reception was very enthusiastic and willing to help. No storage space to unpack which was not ideal staying for a few nights. You are far out of town so need to drive in but there are good restaurants nearby. There is a tv but it is not a smart tv so is not useful. Breakfast was expensive and not very good.",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"Preciosa piscina y jacuzzi y zona de juegos bien mantenida. Fantásticas vistas del volcán con un hermoso jardín, muchas aves. La habitación era de buen tamaño con bonitas sillas y una hamaca afuera para relajarse. Es útil tener una nevera en la habitación, pero no hay cocina. La señora de recepción fue muy entusiasta y dispuesta a ayudar. No había espacio de almacenamiento para desempacar, lo cual no era ideal para pasar unas cuantas noches. Estás lejos de la ciudad, por lo que debes llegar en auto, pero hay buenos restaurantes cerca. Hay una televisión pero no es una televisión inteligente, por lo que no es útil. El desayuno era caro y no muy bueno.",
"The room was great, the bed was comfortable and the AC cold.  It was nice to have a mini fridge in our room.  The grounds themselves are so beautiful and lush and the view of Arenal was extra!  We loved that it was close to town, but right off the main road it was convenient to everything.  Yet it still felt private and quiet.  The little kitchen/tea area was great.  We mixed out own drinks and it was nice to have utensils to cut limes and mix drinks etc.  The pool was wonderful and the hot tub was an extra perk we didn't expect to even need or want but it was great to have.  The breakfast was really wonderful as well.  The staff was friendly and accommodating. The wifi was a little slow, it didn't matter too much to us, but if you needed it for work or something that might be tough.",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"La habitación era estupenda, la cama era cómoda y el aire acondicionado estaba frío.  Fue agradable tener una mini nevera en nuestra habitación.  ¡Los jardines en sí son tan hermosos y exuberantes y la vista del Arenal fue extra!  Nos encantó el hecho de que estaba cerca de la ciudad, pero justo al lado de la carretera principal era conveniente para todo.  Sin embargo, todavía se sentía privado y tranquilo.  La pequeña cocina/zona de té era genial.  Mezclamos nuestras propias bebidas y fue agradable tener utensilios para cortar limas y mezclar bebidas, etc. La piscina era maravillosa y el jacuzzi era un beneficio adicional que no esperábamos necesitar o querer, pero fue genial tenerlo.  El desayuno también fue realmente maravilloso.  El personal era amable y servicial. El wifi era un poco lento, no nos importó mucho, pero si lo necesitabas para trabajar o algo que pudiera ser complicado.",
"Very big rooms with lovely views and surroundings. Plenty of hummingbirds in all of the surrounding plants! Good location in between the town and hot springs/volcano etc The additional breakfast options were ok, but quite basic.",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"Habitaciones muy grandes con preciosas vistas y alrededores. ¡Muchos colibríes en todas las plantas circundantes! Buena ubicación entre la ciudad y las aguas termales/volcán, etc. Las opciones adicionales de desayuno estaban bien, pero eran bastante básicas.",
"We loved the location, the staff, the food and the facilities! Everyone was so helpful,  the views were spectacular, and I even got my teenage niece off of her phone and engaging with me in the game room! I really don't have anything bad to say about this place. I do wish they took credit cards.",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"¡Nos encantó la ubicación, el personal, la comida y las instalaciones! Todos fueron muy serviciales, las vistas eran espectaculares, ¡e incluso saqué a mi sobrina adolescente de su teléfono y interactué conmigo en la sala de juegos! Realmente no tengo nada malo que decir sobre este lugar. Ojalá aceptaran tarjetas de crédito.",
